6800.0,1,HARD,asda
959,42,MEDIUM,plajer
939,42,MEDIUM,plaje
199,12,MEDIUM,plejer
199,12,HARD,plejer
99,12,HARD,plejer
12,12,HARD,plejer
12,12,HARD,plejer
12,12,HARD,plejer
12,12,HARD,plejer
